Nombre_delits_crimes_2019,piece,Vetements_accessoires,arrondissement,services,loisirs,Commerces_automobile,Mobilier_electromenager,1946-1970,1946-1970,1971-1990,1971-1990,Apres 1990,Apres 1990,Avant 1946,Avant 1946,code_grand_quartier,meublé,non meublé,polar_coords1,polar_coords2,ref
14628,3,98,9,44,88,4,48,0,0,1,1,0,0,0,0,7510935,1,0,0.011260854317765615,-1.3903062463311873,24.0
19422,4,110,15,99,33,24,48,1,1,0,0,0,0,0,0,7511558,0,1,0.03749485221786559,0.5565652275688768,21.9
15726,1,249,1,35,20,2,16,1,1,0,0,0,0,0,0,7510104,0,1,0.0168768644190784,-0.3040032939384008,31.9
16265,3,229,16,90,14,4,59,0,0,0,0,1,1,0,0,7511662,0,1,0.0922557887316518,-0.01329824017080208,24.1
15167,3,62,10,45,23,15,25,0,0,1,1,0,0,0,0,7511040,1,0,0.025982197987841873,0.5956749430371416,22.3
17723,4,13,13,21,13,4,6,0,0,0,0,1,1,0,0,7511352,1,0,0.028366105280227257,-1.4717402443170884,23.1
18770,3,82,17,70,23,17,28,1,1,0,0,0,0,0,0,7511768,1,0,0.040306042425190564,-0.9058307868075594,21.4
7169,3,13,7,21,4,5,8,1,1,0,0,0,0,0,0,7510727,0,1,0.03560921164149469,0.34769086248715747,25.3
8477,2,51,5,66,35,9,25,0,0,0,0,1,1,0,0,7510519,1,0,0.02012214487785656,1.520101444919393,28.7
15513,1,63,11,62,35,32,45,0,0,0,0,0,0,1,1,7511142,1,0,0.03038028622527556,-0.008902182159552767,32.8
8378,4,80,3,27,56,8,17,0,0,1,1,0,0,0,0,7510309,0,1,0.012944494651200658,0.3382798917020086,22.9
16265,4,78,16,90,21,50,51,0,0,1,1,0,0,0,0,7511661,1,0,0.0865918881942693,0.13610926400500145,24.2
24474,2,33,18,35,7,8,12,0,0,1,1,0,0,0,0,7511872,0,1,0.037108820682343335,1.0066341479674799,17.9
24474,1,51,18,52,12,5,87,1,1,0,0,0,0,0,0,7511871,0,1,0.03254836608365798,1.2195821586003106,23.9
5350,1,93,2,30,12,3,16,0,0,0,0,1,1,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,28.4
8477,3,378,6,113,42,5,72,0,0,0,0,0,0,1,1,7510623,0,1,0.025716388963695498,0.6619775083949289,26.4
18654,1,66,20,65,24,15,22,1,1,0,0,0,0,0,0,7512079,1,0,0.050465554000563836,0.03369118633025363,26.9
5428,1,132,4,45,54,2,22,0,0,1,1,0,0,0,0,7510413,1,0,0.00768792664171321,-0.5690648694063986,31.5
15726,3,357,1,63,53,5,51,0,0,0,0,1,1,0,0,7510102,0,1,0.0,0.0,23.6
5350,1,93,2,30,12,3,16,0,0,1,1,0,0,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,30.3
8477,3,40,5,50,16,5,14,0,0,0,0,1,1,0,0,7510518,0,1,0.023388618931187908,-1.051816806927014,23.4
5350,2,156,2,31,29,2,26,0,0,0,0,0,0,1,1,7510208,1,0,0.007335478692445038,0.7572738013038912,31.3
8378,1,65,3,20,62,5,9,0,0,0,0,0,0,1,1,7510312,0,1,0.010099789072358277,0.02308626913492399,31.1
16265,1,151,16,56,7,8,25,0,0,0,0,1,1,0,0,7511663,1,0,0.0739359364808242,-0.1283748729717448,31.2
20898,2,183,8,56,45,15,51,0,0,0,0,0,0,1,1,7510830,1,0,0.043695326468300634,-0.27614936456924316,31.9
24474,2,33,18,35,7,8,12,0,0,1,1,0,0,0,0,7511872,1,0,0.037108820682343335,1.0066341479674799,20.2
24474,1,196,18,117,81,29,51,0,0,0,0,1,1,0,0,7511869,1,0,0.03175521763014732,-1.2021980220756778,26.9
16265,3,107,16,63,13,27,26,0,0,0,0,0,0,1,1,7511664,0,1,0.05324800542923952,-0.13107961343520277,24.2
15513,2,118,11,68,65,23,64,0,0,0,0,1,1,0,0,7511144,0,1,0.04212937941788979,-0.2272299232755855,24.8
5350,2,102,2,32,15,1,9,0,0,0,0,1,1,0,0,7510205,1,0,0.013895705956328566,-0.5340203277469392,30.2
13759,1,126,12,94,66,26,101,0,0,1,1,0,0,0,0,7511248,0,1,0.03347954928395306,-0.47734671686947006,25.4
20898,2,198,8,34,3,7,6,0,0,1,1,0,0,0,0,7510829,0,1,0.03834791115570099,-0.16501578657760615,25.3
17723,2,70,13,78,37,10,23,1,1,0,0,0,0,0,0,7511350,0,1,0.044398323971411253,-0.884053139014644,19.1
14628,4,118,9,53,44,8,29,1,1,0,0,0,0,0,0,7510936,1,0,0.01791869658560452,1.564172471948611,24.3
15167,3,78,10,75,22,3,23,1,1,0,0,0,0,0,0,7511038,1,0,0.013131521851184724,0.9829598026967977,22.9
8477,2,40,5,50,16,5,14,0,0,0,0,0,0,1,1,7510518,0,1,0.023388618931187908,-1.051816806927014,24.6
16265,4,107,16,63,13,27,26,0,0,0,0,0,0,1,1,7511664,0,1,0.05324800542923952,-0.13107961343520277,23.7
14628,3,118,9,53,44,8,29,0,0,0,0,1,1,0,0,7510936,0,1,0.01791869658560452,1.564172471948611,23.6
19856,4,29,19,21,10,8,11,1,1,0,0,0,0,0,0,7511974,0,1,0.05127307109114775,0.6744651784068575,14.6
15726,3,357,1,63,53,5,51,0,0,0,0,1,1,0,0,7510102,1,0,0.0,0.0,26.7
15726,1,249,1,35,20,2,16,0,0,0,0,0,0,1,1,7510104,1,0,0.0168768644190784,-0.3040032939384008,37.0
8477,3,83,6,47,137,1,21,0,0,0,0,0,0,1,1,7510621,1,0,0.008898692094924467,1.0366678736925319,30.7
24474,4,33,18,35,7,8,12,0,0,0,0,0,0,1,1,7511872,1,0,0.037108820682343335,1.0066341479674799,22.7
16265,1,229,16,90,14,4,59,0,0,0,0,1,1,0,0,7511662,0,1,0.0922557887316518,-0.01329824017080208,27.6
8477,1,204,6,77,43,2,39,0,0,0,0,0,0,1,1,7510622,0,1,0.01757250420777975,1.0487246508711732,32.7
15167,2,124,10,78,35,11,25,0,0,0,0,0,0,1,1,7511039,1,0,0.01949907394223315,0.5338691280771024,27.3
20898,4,183,8,56,45,15,51,0,0,0,0,1,1,0,0,7510830,1,0,0.043695326468300634,-0.27614936456924316,29.6
5350,4,45,2,23,55,4,11,0,0,0,0,1,1,0,0,7510206,0,1,0.008892602048576588,-0.9196136595002139,24.9
5428,1,26,4,22,48,2,8,0,0,1,1,0,0,0,0,7510416,1,0,0.013013554980597416,-0.8362034742714815,31.5
15726,3,357,1,63,53,5,51,0,0,1,1,0,0,0,0,7510102,0,1,0.0,0.0,21.2
15513,4,118,11,68,65,23,64,1,1,0,0,0,0,0,0,7511144,1,0,0.04212937941788979,-0.2272299232755855,23.3
15167,4,62,10,45,23,15,25,0,0,0,0,1,1,0,0,7511040,0,1,0.025982197987841873,0.5956749430371416,19.4
17723,1,13,13,21,13,4,6,1,1,0,0,0,0,0,0,7511352,1,0,0.028366105280227257,-1.4717402443170884,31.6
15513,2,118,11,68,65,23,64,0,0,1,1,0,0,0,0,7511144,1,0,0.04212937941788979,-0.2272299232755855,25.2
18770,4,209,17,104,49,62,72,1,1,0,0,0,0,0,0,7511765,0,1,0.05891330536171602,-0.34006327359121336,21.9
5428,1,26,4,22,48,2,8,1,1,0,0,0,0,0,0,7510416,0,1,0.013013554980597416,-0.8362034742714815,31.9
14628,1,118,9,53,44,8,29,0,0,0,0,1,1,0,0,7510936,0,1,0.01791869658560452,1.564172471948611,27.9
14628,2,88,9,65,106,7,34,1,1,0,0,0,0,0,0,7510933,0,1,0.021109145373455734,-1.0119346640805658,23.7
18770,1,82,17,70,23,17,28,1,1,0,0,0,0,0,0,7511768,1,0,0.040306042425190564,-0.9058307868075594,27.0
18770,3,152,17,70,40,29,41,1,1,0,0,0,0,0,0,7511767,1,0,0.04246158300548295,-0.6927070568004665,23.4
19422,2,110,15,99,33,24,48,0,0,1,1,0,0,0,0,7511558,1,0,0.03749485221786559,0.5565652275688768,28.1
20898,3,324,8,53,80,2,62,1,1,0,0,0,0,0,0,7510831,0,1,0.02699974529041645,-0.33203506116808423,21.7
19422,3,118,15,124,43,31,67,0,0,0,0,0,0,1,1,7511557,0,1,0.05432869012675574,0.5318041662032758,22.4
15513,3,138,11,82,62,15,61,0,0,0,0,0,0,1,1,7511141,0,1,0.029222881096545122,0.17696716953112207,23.0
19856,1,57,19,43,13,9,9,1,1,0,0,0,0,0,0,7511976,0,1,0.03861848520246173,0.4466457501343289,23.8
18654,1,92,20,88,19,25,35,0,0,0,0,1,1,0,0,7512080,0,1,0.06035182046056602,-0.09795681717243715,23.1
18654,4,20,20,38,7,7,11,0,0,0,0,0,0,1,1,7512078,0,1,0.06244752275613116,0.13249728900426244,20.1
15167,2,124,10,78,35,11,25,0,0,0,0,1,1,0,0,7511039,1,0,0.01949907394223315,0.5338691280771024,27.0
8477,2,40,5,50,16,5,14,0,0,1,1,0,0,0,0,7510518,1,0,0.023388618931187908,-1.051816806927014,25.2
18770,1,152,17,91,21,27,38,1,1,0,0,0,0,0,0,7511766,1,0,0.04937038284418086,-0.4978539975895506,31.1
24474,1,196,18,117,81,29,51,1,1,0,0,0,0,0,0,7511869,1,0,0.03175521763014732,-1.2021980220756778,28.0
15726,3,33,1,28,20,1,14,1,1,0,0,0,0,0,0,7510101,1,0,0.009472874659510716,0.17138079722219274,24.5
18654,2,66,20,65,24,15,22,1,1,0,0,0,0,0,0,7512079,1,0,0.050465554000563836,0.03369118633025363,23.6
13879,2,2,14,15,6,0,2,1,1,0,0,0,0,0,0,7511454,1,0,0.03876798634491023,1.348510898169314,25.0
13879,3,51,14,45,30,11,21,0,0,1,1,0,0,0,0,7511453,0,1,0.027714581248481984,1.1084022146821828,21.2
5428,4,132,4,45,54,2,22,0,0,1,1,0,0,0,0,7510413,1,0,0.00768792664171321,-0.5690648694063986,25.1
7169,4,17,7,25,18,2,31,1,1,0,0,0,0,0,0,7510726,0,1,0.029053008834889205,0.15409345577556788,23.9
20898,2,127,8,89,66,11,54,0,0,0,0,0,0,1,1,7510832,0,1,0.03342214876446949,-0.5112052722868463,25.0
8477,2,42,5,62,49,4,26,0,0,0,0,1,1,0,0,7510517,0,1,0.017639857076606928,-0.937066607169339,25.4
15513,1,154,11,86,67,32,67,1,1,0,0,0,0,0,0,7511143,1,0,0.03666785677769519,-0.13293929222981885,27.0
5428,4,311,4,68,48,3,63,0,0,0,0,0,0,1,1,7510414,0,1,0.015032934622597622,-0.4327165179589617,25.1
5428,3,83,4,29,38,6,16,0,0,0,0,1,1,0,0,7510415,0,1,0.022329542530343464,-0.506505356231451,24.5
16265,1,78,16,90,21,50,51,1,1,0,0,0,0,0,0,7511661,1,0,0.0865918881942693,0.13610926400500145,28.6
8477,4,83,6,47,137,1,21,1,1,0,0,0,0,0,0,7510621,0,1,0.008898692094924467,1.0366678736925319,22.9
24474,1,294,18,196,134,21,141,0,0,1,1,0,0,0,0,7511870,0,1,0.029657441569164104,1.5372174893205752,24.2
13879,4,51,14,45,30,11,21,1,1,0,0,0,0,0,0,7511453,0,1,0.027714581248481984,1.1084022146821828,21.5
16265,3,78,16,90,21,50,51,0,0,1,1,0,0,0,0,7511661,1,0,0.0865918881942693,0.13610926400500145,24.6
5350,4,156,2,31,29,2,26,0,0,0,0,1,1,0,0,7510208,1,0,0.007335478692445038,0.7572738013038912,28.1
18770,3,209,17,104,49,62,72,0,0,1,1,0,0,0,0,7511765,1,0,0.05891330536171602,-0.34006327359121336,26.7
5428,4,26,4,22,48,2,8,0,0,1,1,0,0,0,0,7510416,1,0,0.013013554980597416,-0.8362034742714815,25.1
5428,2,132,4,45,54,2,22,1,1,0,0,0,0,0,0,7510413,0,1,0.00768792664171321,-0.5690648694063986,26.7
8477,3,51,5,66,35,9,25,0,0,0,0,0,0,1,1,7510519,1,0,0.02012214487785656,1.520101444919393,28.3
8378,2,65,3,20,62,5,9,1,1,0,0,0,0,0,0,7510312,0,1,0.010099789072358277,0.02308626913492399,22.8
19422,4,110,15,99,33,24,48,0,0,1,1,0,0,0,0,7511558,0,1,0.03749485221786559,0.5565652275688768,22.4
13879,2,51,14,45,30,11,21,0,0,0,0,0,0,1,1,7511453,0,1,0.027714581248481984,1.1084022146821828,24.7
5350,4,102,2,32,15,1,9,0,0,0,0,0,0,1,1,7510205,0,1,0.013895705956328566,-0.5340203277469392,25.6
15167,2,187,10,106,33,21,29,0,0,1,1,0,0,0,0,7511037,1,0,0.021670423696255475,0.9836087971066798,25.3
18770,4,152,17,70,40,29,41,0,0,1,1,0,0,0,0,7511767,0,1,0.04246158300548295,-0.6927070568004665,22.0
17723,3,127,13,100,29,28,36,0,0,0,0,0,0,1,1,7511351,0,1,0.038886240308054626,-1.3958987381223886,21.9
13879,3,2,14,15,6,0,2,1,1,0,0,0,0,0,0,7511454,1,0,0.03876798634491023,1.348510898169314,21.4
5350,4,102,2,32,15,1,9,1,1,0,0,0,0,0,0,7510205,1,0,0.013895705956328566,-0.5340203277469392,25.9
15167,1,62,10,45,23,15,25,0,0,0,0,1,1,0,0,7511040,0,1,0.025982197987841873,0.5956749430371416,24.1
17723,2,127,13,100,29,28,36,0,0,0,0,0,0,1,1,7511351,0,1,0.038886240308054626,-1.3958987381223886,25.1
13879,4,51,14,45,30,11,21,1,1,0,0,0,0,0,0,7511453,1,0,0.027714581248481984,1.1084022146821828,24.3
5428,4,26,4,22,48,2,8,1,1,0,0,0,0,0,0,7510416,0,1,0.013013554980597416,-0.8362034742714815,22.9
13759,3,126,12,94,66,26,101,0,0,1,1,0,0,0,0,7511248,0,1,0.03347954928395306,-0.47734671686947006,19.7
17723,3,127,13,100,29,28,36,0,0,0,0,1,1,0,0,7511351,0,1,0.038886240308054626,-1.3958987381223886,22.9
5350,4,93,2,30,12,3,16,1,1,0,0,0,0,0,0,7510207,1,0,0.006037335832314766,-1.5369719854089665,26.0
8378,1,192,3,27,48,3,25,1,1,0,0,0,0,0,0,7510310,1,0,0.017866988762024145,0.11782336177145036,33.7
8477,2,378,6,113,42,5,72,1,1,0,0,0,0,0,0,7510623,1,0,0.025716388963695498,0.6619775083949289,30.1
15513,4,154,11,86,67,32,67,1,1,0,0,0,0,0,0,7511143,0,1,0.03666785677769519,-0.13293929222981885,21.6
8378,1,80,3,27,56,8,17,0,0,0,0,0,0,1,1,7510309,0,1,0.012944494651200658,0.3382798917020086,31.1
8477,1,68,5,93,100,0,11,0,0,0,0,0,0,1,1,7510520,0,1,0.013217462160435654,-1.5421401019127452,31.1
18770,2,152,17,91,21,27,38,1,1,0,0,0,0,0,0,7511766,0,1,0.04937038284418086,-0.4978539975895506,24.5
14628,1,118,9,53,44,8,29,0,0,1,1,0,0,0,0,7510936,0,1,0.01791869658560452,1.564172471948611,26.8
13879,3,51,14,45,30,11,21,0,0,0,0,0,0,1,1,7511453,0,1,0.027714581248481984,1.1084022146821828,22.8
8378,1,65,3,20,62,5,9,0,0,1,1,0,0,0,0,7510312,0,1,0.010099789072358277,0.02308626913492399,30.3
8378,3,192,3,27,48,3,25,1,1,0,0,0,0,0,0,7510310,0,1,0.017866988762024145,0.11782336177145036,21.5
5350,3,93,2,30,12,3,16,0,0,1,1,0,0,0,0,7510207,1,0,0.006037335832314766,-1.5369719854089665,27.2
15167,2,78,10,75,22,3,23,0,0,1,1,0,0,0,0,7511038,0,1,0.013131521851184724,0.9829598026967977,22.4
16265,1,229,16,90,14,4,59,0,0,0,0,0,0,1,1,7511662,1,0,0.0922557887316518,-0.01329824017080208,31.4
5350,4,93,2,30,12,3,16,0,0,0,0,0,0,1,1,7510207,0,1,0.006037335832314766,-1.5369719854089665,25.1
8477,4,204,6,77,43,2,39,0,0,0,0,0,0,1,1,7510622,1,0,0.01757250420777975,1.0487246508711732,28.9
16265,1,229,16,90,14,4,59,0,0,1,1,0,0,0,0,7511662,1,0,0.0922557887316518,-0.01329824017080208,33.2
5350,2,93,2,30,12,3,16,0,0,1,1,0,0,0,0,7510207,1,0,0.006037335832314766,-1.5369719854089665,25.7
18770,2,209,17,104,49,62,72,1,1,0,0,0,0,0,0,7511765,1,0,0.05891330536171602,-0.34006327359121336,27.7
15513,3,63,11,62,35,32,45,0,0,0,0,1,1,0,0,7511142,1,0,0.03038028622527556,-0.008902182159552767,26.4
17723,4,127,13,100,29,28,36,1,1,0,0,0,0,0,0,7511351,1,0,0.038886240308054626,-1.3958987381223886,21.7
19856,2,57,19,43,13,9,9,0,0,0,0,1,1,0,0,7511976,1,0,0.03861848520246173,0.4466457501343289,26.3
15513,3,118,11,68,65,23,64,0,0,0,0,1,1,0,0,7511144,1,0,0.04212937941788979,-0.2272299232755855,26.4
15726,3,357,1,63,53,5,51,0,0,0,0,0,0,1,1,7510102,1,0,0.0,0.0,25.8
18654,4,20,20,38,7,7,11,1,1,0,0,0,0,0,0,7512078,0,1,0.06244752275613116,0.13249728900426244,14.6
14628,1,226,9,75,21,0,20,0,0,0,0,0,0,1,1,7510934,1,0,0.016766360054298265,-0.7230741369929625,37.0
7169,2,17,7,25,18,2,31,1,1,0,0,0,0,0,0,7510726,1,0,0.029053008834889205,0.15409345577556788,30.1
16265,2,78,16,90,21,50,51,0,0,1,1,0,0,0,0,7511661,1,0,0.0865918881942693,0.13610926400500145,26.4
13879,4,2,14,15,6,0,2,1,1,0,0,0,0,0,0,7511454,1,0,0.03876798634491023,1.348510898169314,24.4
19856,1,57,19,43,13,9,9,0,0,0,0,1,1,0,0,7511976,0,1,0.03861848520246173,0.4466457501343289,25.7
13879,1,171,14,91,34,17,42,0,0,0,0,0,0,1,1,7511455,0,1,0.03950313015860371,1.0853829037600564,29.0
19422,4,124,15,61,28,16,55,0,0,1,1,0,0,0,0,7511560,1,0,0.06997947052887823,0.33759331165368633,24.2
19856,1,29,19,21,10,8,11,0,0,0,0,1,1,0,0,7511974,1,0,0.05127307109114775,0.6744651784068575,26.1
13879,4,66,14,71,31,20,35,1,1,0,0,0,0,0,0,7511456,0,1,0.04180597292850479,0.8268882377719562,19.2
15513,1,63,11,62,35,32,45,0,0,1,1,0,0,0,0,7511142,0,1,0.03038028622527556,-0.008902182159552767,26.6
15726,1,357,1,63,53,5,51,0,0,0,0,1,1,0,0,7510102,1,0,0.0,0.0,31.5
5428,4,83,4,29,38,6,16,0,0,1,1,0,0,0,0,7510415,1,0,0.022329542530343464,-0.506505356231451,25.1
15726,2,357,1,63,53,5,51,0,0,1,1,0,0,0,0,7510102,1,0,0.0,0.0,25.3
18770,1,82,17,70,23,17,28,0,0,0,0,1,1,0,0,7511768,1,0,0.040306042425190564,-0.9058307868075594,27.2
15513,1,118,11,68,65,23,64,0,0,0,0,0,0,1,1,7511144,1,0,0.04212937941788979,-0.2272299232755855,32.8
13879,1,2,14,15,6,0,2,1,1,0,0,0,0,0,0,7511454,1,0,0.03876798634491023,1.348510898169314,27.0
13759,1,37,12,42,23,15,18,1,1,0,0,0,0,0,0,7511245,1,0,0.10318839920409463,-0.23960639908888043,26.9
14628,3,226,9,75,21,0,20,0,0,1,1,0,0,0,0,7510934,1,0,0.016766360054298265,-0.7230741369929625,25.2
20898,4,127,8,89,66,11,54,0,0,0,0,1,1,0,0,7510832,1,0,0.03342214876446949,-0.5112052722868463,28.6
16265,1,151,16,56,7,8,25,1,1,0,0,0,0,0,0,7511663,1,0,0.0739359364808242,-0.1283748729717448,32.0
8477,4,378,6,113,42,5,72,1,1,0,0,0,0,0,0,7510623,1,0,0.025716388963695498,0.6619775083949289,27.0
20898,4,127,8,89,66,11,54,0,0,0,0,0,0,1,1,7510832,1,0,0.03342214876446949,-0.5112052722868463,26.8
5428,3,83,4,29,38,6,16,0,0,0,0,1,1,0,0,7510415,1,0,0.022329542530343464,-0.506505356231451,27.7
7169,1,13,7,21,4,5,8,0,0,0,0,1,1,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,39.6
15167,1,78,10,75,22,3,23,1,1,0,0,0,0,0,0,7511038,1,0,0.013131521851184724,0.9829598026967977,31.6
13759,1,86,12,94,73,26,33,0,0,0,0,0,0,1,1,7511246,0,1,0.10187496778338553,-0.2841438447623457,26.7
19856,4,29,19,21,10,8,11,0,0,0,0,1,1,0,0,7511974,0,1,0.05127307109114775,0.6744651784068575,16.4
15726,4,33,1,28,20,1,14,1,1,0,0,0,0,0,0,7510101,1,0,0.009472874659510716,0.17138079722219274,25.9
18770,1,152,17,91,21,27,38,0,0,1,1,0,0,0,0,7511766,1,0,0.04937038284418086,-0.4978539975895506,31.8
14628,3,226,9,75,21,0,20,0,0,0,0,0,0,1,1,7510934,0,1,0.016766360054298265,-0.7230741369929625,27.2
17723,1,16,13,35,13,9,13,0,0,1,1,0,0,0,0,7511349,1,0,0.03150370160897329,-0.872503783119703,30.1
5350,4,93,2,30,12,3,16,0,0,0,0,1,1,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,24.9
16265,1,229,16,90,14,4,59,1,1,0,0,0,0,0,0,7511662,1,0,0.0922557887316518,-0.01329824017080208,32.0
13759,3,37,12,42,23,15,18,0,0,0,0,0,0,1,1,7511245,0,1,0.10318839920409463,-0.23960639908888043,20.5
24474,1,33,18,35,7,8,12,1,1,0,0,0,0,0,0,7511872,1,0,0.037108820682343335,1.0066341479674799,25.9
16265,2,229,16,90,14,4,59,0,0,0,0,0,0,1,1,7511662,1,0,0.0922557887316518,-0.01329824017080208,28.3
7169,3,122,7,69,42,7,41,0,0,0,0,1,1,0,0,7510728,0,1,0.04456615975459604,0.10506839732061903,28.3
15167,2,78,10,75,22,3,23,1,1,0,0,0,0,0,0,7511038,1,0,0.013131521851184724,0.9829598026967977,26.8
20898,3,324,8,53,80,2,62,0,0,0,0,0,0,1,1,7510831,1,0,0.02699974529041645,-0.33203506116808423,30.7
18654,1,92,20,88,19,25,35,1,1,0,0,0,0,0,0,7512080,1,0,0.06035182046056602,-0.09795681717243715,25.9
13759,1,86,12,94,73,26,33,0,0,1,1,0,0,0,0,7511246,1,0,0.10187496778338553,-0.2841438447623457,27.3
13759,4,37,12,42,23,15,18,0,0,0,0,1,1,0,0,7511245,1,0,0.10318839920409463,-0.23960639908888043,23.8
19422,3,110,15,99,33,24,48,1,1,0,0,0,0,0,0,7511558,0,1,0.03749485221786559,0.5565652275688768,22.4
18654,2,66,20,65,24,15,22,1,1,0,0,0,0,0,0,7512079,0,1,0.050465554000563836,0.03369118633025363,20.9
18654,3,66,20,65,24,15,22,0,0,0,0,0,0,1,1,7512079,1,0,0.050465554000563836,0.03369118633025363,23.2
5350,1,45,2,23,55,4,11,0,0,0,0,1,1,0,0,7510206,0,1,0.008892602048576588,-0.9196136595002139,28.4
19422,4,110,15,99,33,24,48,0,0,1,1,0,0,0,0,7511558,1,0,0.03749485221786559,0.5565652275688768,25.3
17723,4,127,13,100,29,28,36,0,0,0,0,0,0,1,1,7511351,0,1,0.038886240308054626,-1.3958987381223886,19.9
16265,2,107,16,63,13,27,26,0,0,0,0,1,1,0,0,7511664,0,1,0.05324800542923952,-0.13107961343520277,26.7
7169,1,122,7,69,42,7,41,0,0,0,0,0,0,1,1,7510728,0,1,0.04456615975459604,0.10506839732061903,31.7
7169,2,13,7,21,4,5,8,1,1,0,0,0,0,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,30.1
18770,2,152,17,91,21,27,38,0,0,0,0,1,1,0,0,7511766,1,0,0.04937038284418086,-0.4978539975895506,27.1
15167,4,78,10,75,22,3,23,0,0,0,0,0,0,1,1,7511038,0,1,0.013131521851184724,0.9829598026967977,20.1
15513,4,63,11,62,35,32,45,0,0,0,0,1,1,0,0,7511142,0,1,0.03038028622527556,-0.008902182159552767,23.5
5350,2,102,2,32,15,1,9,1,1,0,0,0,0,0,0,7510205,1,0,0.013895705956328566,-0.5340203277469392,30.2
5350,2,93,2,30,12,3,16,1,1,0,0,0,0,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,22.8
5350,3,93,2,30,12,3,16,1,1,0,0,0,0,0,0,7510207,0,1,0.006037335832314766,-1.5369719854089665,21.5
18770,4,152,17,91,21,27,38,0,0,0,0,0,0,1,1,7511766,0,1,0.04937038284418086,-0.4978539975895506,23.6
7169,4,194,7,56,84,0,217,0,0,1,1,0,0,0,0,7510725,1,0,0.02097740006553859,0.36105291208426493,27.7
13759,2,37,12,42,23,15,18,1,1,0,0,0,0,0,0,7511245,1,0,0.10318839920409463,-0.23960639908888043,23.6
8477,2,221,6,45,126,0,59,0,0,0,0,0,0,1,1,7510624,1,0,0.012815162302587524,0.5459862981518804,31.9
7169,3,13,7,21,4,5,8,0,0,0,0,0,0,1,1,7510727,1,0,0.03560921164149469,0.34769086248715747,29.8
18654,4,63,20,51,31,10,18,0,0,1,1,0,0,0,0,7512077,0,1,0.04283884998942392,0.21566065917861754,20.7
5350,1,156,2,31,29,2,26,0,0,0,0,1,1,0,0,7510208,1,0,0.007335478692445038,0.7572738013038912,32.1
7169,4,13,7,21,4,5,8,1,1,0,0,0,0,0,0,7510727,1,0,0.03560921164149469,0.34769086248715747,27.0
19856,1,84,19,66,13,11,28,0,0,0,0,1,1,0,0,7511973,1,0,0.038590398049620556,0.6758331820717092,26.1
8378,1,193,3,33,120,5,24,0,0,0,0,1,1,0,0,7510311,1,0,0.01824921248496253,-0.15822279176508441,32.1
16265,1,151,16,56,7,8,25,0,0,0,0,0,0,1,1,7511663,0,1,0.0739359364808242,-0.1283748729717448,27.8
5350,4,102,2,32,15,1,9,1,1,0,0,0,0,0,0,7510205,0,1,0.013895705956328566,-0.5340203277469392,22.9
19856,1,84,19,66,13,11,28,1,1,0,0,0,0,0,0,7511973,1,0,0.038590398049620556,0.6758331820717092,25.9
18770,2,152,17,70,40,29,41,0,0,0,0,1,1,0,0,7511767,1,0,0.04246158300548295,-0.6927070568004665,28.0
5428,1,311,4,68,48,3,63,0,0,1,1,0,0,0,0,7510414,1,0,0.015032934622597622,-0.4327165179589617,34.2
13879,4,2,14,15,6,0,2,0,0,0,0,0,0,1,1,7511454,1,0,0.03876798634491023,1.348510898169314,24.2
19856,4,84,19,66,13,11,28,1,1,0,0,0,0,0,0,7511973,1,0,0.038590398049620556,0.6758331820717092,16.5
14628,4,88,9,65,106,7,34,0,0,0,0,0,0,1,1,7510933,1,0,0.021109145373455734,-1.0119346640805658,22.7
15167,2,187,10,106,33,21,29,1,1,0,0,0,0,0,0,7511037,1,0,0.021670423696255475,0.9836087971066798,26.8
24474,2,196,18,117,81,29,51,0,0,0,0,1,1,0,0,7511869,0,1,0.03175521763014732,-1.2021980220756778,23.5
15167,1,62,10,45,23,15,25,0,0,1,1,0,0,0,0,7511040,0,1,0.025982197987841873,0.5956749430371416,25.4
14628,2,88,9,65,106,7,34,1,1,0,0,0,0,0,0,7510933,1,0,0.021109145373455734,-1.0119346640805658,26.8
13879,3,51,14,45,30,11,21,0,0,1,1,0,0,0,0,7511453,1,0,0.027714581248481984,1.1084022146821828,24.0
20898,4,127,8,89,66,11,54,0,0,1,1,0,0,0,0,7510832,1,0,0.03342214876446949,-0.5112052722868463,28.1
15167,1,62,10,45,23,15,25,0,0,1,1,0,0,0,0,7511040,1,0,0.025982197987841873,0.5956749430371416,28.7
17723,1,16,13,35,13,9,13,1,1,0,0,0,0,0,0,7511349,0,1,0.03150370160897329,-0.872503783119703,24.4
8477,3,68,5,93,100,0,11,0,0,0,0,0,0,1,1,7510520,1,0,0.013217462160435654,-1.5421401019127452,28.3
24474,1,33,18,35,7,8,12,0,0,1,1,0,0,0,0,7511872,1,0,0.037108820682343335,1.0066341479674799,24.0
13879,3,51,14,45,30,11,21,1,1,0,0,0,0,0,0,7511453,1,0,0.027714581248481984,1.1084022146821828,22.9
14628,1,226,9,75,21,0,20,0,0,0,0,1,1,0,0,7510934,0,1,0.016766360054298265,-0.7230741369929625,32.1
